"RecID","year","fn_code","fn_number","cabin_class","DEPARTURE_AIRPORT","ARRIVAL_AIRPORT","Anzahl.Flugsegmente","currencies","EMISSIONS_KGCO2EQ","dep_lat","dep_lon","dep_country","arr_lat","arr_lon","arr_country","distance_km","kgCO2km"
120,2020,"LX",1052,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
121,2020,"LX",1053,"economy","HAM","ZRH",1,"USD",200,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.287945865
122,2020,"LX",1056,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
123,2020,"LX",1057,"economy","HAM","ZRH",1,"USD",200,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.287945865
124,2020,"LX",1125,"economy","MUC","GVA",1,"USD",200,48.353802,11.7861,"DE",46.23809814,6.108950138,"CH",488.8803375,0.409098065
124,2020,"LX",1125,"economy","MUC","GVA",1,"USD",200,48.13779831,11.69029999,"DE",46.23809814,6.108950138,"CH",472.0802591,0.423656775
125,2020,"LX",1267,"economy","CPH","ZRH",1,"USD",300,55.61790085,12.65600014,"DK",47.458056,8.548056,"CH",951.4165522,0.315319299
126,2020,"LX",1272,"economy","ZRH","CPH",1,"USD",300,47.458056,8.548056,"CH",55.61790085,12.65600014,"DK",951.4165522,0.315319299
127,2020,"LX",3559,"economy","VIE","ZRH",1,"USD",200,48.110298,16.5697,"AT",47.458056,8.548056,"CH",604.1010393,0.331070445
128,2020,"UA",9726,"economy","ZRH","ORD",1,"USD",1400,47.458056,8.548056,"CH",41.9786,-87.9048,"US",7139.060971,0.196104222
129,2020,"UA",9727,"economy","ORD","ZRH",1,"USD",1400,41.9786,-87.9048,"US",47.458056,8.548056,"CH",7139.060971,0.196104222
130,2020,"UA",9808,"economy","ZRH","MIA",1,"USD",1500,47.458056,8.548056,"CH",25.79319954,-80.29060364,"US",7853.953864,0.190986607
131,2020,"",NA,"economy","EZE","FRA",1,"USD",2300,-34.8222,-58.5358,"AR",50.033333,8.570556,"DE",11515.44284,0.199731789
132,2020,"A",37333,"economy","CHQ","ATH",1,"USD",200,35.53170013,24.14970016,"GR",37.93640137,23.94449997,"GR",268.3151155,0.745392221
133,2020,"A",37336,"economy","ATH","CHQ",1,"USD",200,37.93640137,23.94449997,"GR",35.53170013,24.14970016,"GR",268.3151155,0.745392221
134,2020,"EW",7764,"economy","HAM","ZRH",3,"USD",200,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.287945865
135,2020,"EW",7765,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
137,2020,"LX",1050,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
138,2020,"LX",1052,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
139,2020,"LX",1053,"economy","HAM","ZRH",1,"USD",200,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.287945865
140,2020,"LX",1054,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
141,2020,"LX",1583,"economy","VIE","ZRH",1,"USD",200,48.110298,16.5697,"AT",47.458056,8.548056,"CH",604.1010393,0.331070445
142,2020,"LX",1831,"economy","ATH","ZRH",1,"USD",400,37.93640137,23.94449997,"GR",47.458056,8.548056,"CH",1640.971578,0.243758031
143,2020,"LX",1838,"economy","ZRH","ATH",1,"USD",400,47.458056,8.548056,"CH",37.93640137,23.94449997,"GR",1640.971578,0.243758031
144,2020,"LX",3570,"economy","ZRH","VIE",1,"USD",200,47.458056,8.548056,"CH",48.110298,16.5697,"AT",604.1010393,0.331070445
145,2020,"",NA,"economy","DME","ZRH",1,"USD",500,55.40879822,37.90629959,"RU",47.458056,8.548056,"CH",2200.184098,0.22725371
146,2020,"LX",1055,"economy","HAM","ZRH",1,"USD",200,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.287945865
147,2020,"LX",1056,"economy","ZRH","HAM",1,"USD",200,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.287945865
148,2020,"LX",1305,"economy","LED","GVA",1,"USD",500,59.8003006,30.26250076,"RU",46.23809814,6.108950138,"CH",2189.472746,0.228365483
149,2020,"LX",1310,"economy","ZRH","LED",1,"USD",400,47.458056,8.548056,"CH",59.8003006,30.26250076,"RU",1968.407853,0.203209919
150,2020,"LX",1326,"economy","ZRH","DME",1,"USD",500,47.458056,8.548056,"CH",55.40879822,37.90629959,"RU",2200.184098,0.22725371
151,2020,"LX",2817,"economy","GVA","ZRH",1,"USD",200,46.23809814,6.108950138,"CH",47.458056,8.548056,"CH",230.0429707,0.869402788
152,2020,"OS",569,"economy","VIE","ZRH",1,"USD",200,48.110298,16.5697,"AT",47.458056,8.548056,"CH",604.1010393,0.331070445
153,2020,"OS",570,"economy","ZRH","VIE",1,"USD",200,47.458056,8.548056,"CH",48.110298,16.5697,"AT",604.1010393,0.331070445
154,2020,"KL",1958,"economy","ZRH","AMS",1,"USD",200,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.331048475
155,2020,"KL",1969,"economy","AMS","ZRH",1,"USD",200,52.308601,4.76389,"NL",47.458056,8.548056,"CH",604.1411303,0.331048475
156,2020,"KL",1995,"economy","AMS","KRK",1,"USD",300,52.308601,4.76389,"NL",50.077702,19.7848,"PL",1074.797349,0.279122385
157,2020,"KL",1996,"economy","KRK","AMS",1,"USD",300,50.077702,19.7848,"PL",52.308601,4.76389,"NL",1074.797349,0.279122385
158,2020,"CA",1596,"economy","HGH","PEK",1,"USD",300,30.22949982,120.4339981,"CN",40.08010101,116.5849991,"CN",1150.827889,0.260681899
159,2020,"MF",8146,"economy","PEK","HGH",1,"USD",300,40.08010101,116.5849991,"CN",30.22949982,120.4339981,"CN",1150.827889,0.260681899
160,2020,"WK",90,"economy","ZRH","EZE",1,"USD",2300,47.458056,8.548056,"CH",-34.8222,-58.5358,"AR",11332.98442,0.202947424
161,2020,"WK",91,"economy","EZE","ZRH",1,"USD",2300,-34.8222,-58.5358,"AR",47.458056,8.548056,"CH",11332.98442,0.202947424
162,2020,"",NA,"economy","SFO","DEN",1,"USD",400,37.61899948,-122.375,"US",39.86169815,-104.6729965,"US",1554.514299,0.257315099
163,2020,"BA",218,"economy","DEN","LHR",1,"USD",1400,39.86169815,-104.6729965,"US",51.4706,-0.461941,"GB",7504.869344,0.186545553
164,2020,"BA",285,"economy","LHR","SFO",1,"USD",1700,51.4706,-0.461941,"GB",37.61899948,-122.375,"US",8625.650205,0.197086592
165,2020,"BA",709,"economy","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
166,2020,"BA",980,"economy","LHR","TXL",1,"USD",300,51.4706,-0.461941,"GB",52.5597,13.2877,"DE",948.3056585,0.316353696
167,2020,"DL",407,"economy","ZRH","JFK",2,"USD",1200,47.458056,8.548056,"CH",40.639801,-73.7789,"US",6316.7853,0.189970047
168,2020,"DL",2219,"economy","JFK","DEN",2,"USD",600,40.639801,-73.7789,"US",39.86169815,-104.6729965,"US",2612.705672,0.229646993
169,2020,"LX",919,"economy","DRS","ZRH",1,"USD",200,51.13280106,13.76720047,"DE",47.458056,8.548056,"CH",557.3130674,0.358864724
170,2020,"AC",864,"economy","YUL","LHR",1,"USD",1000,45.47060013,-73.74079895,"CA",51.4706,-0.461941,"GB",5220.043693,0.191569278
173,2020,"LH",2367,"economy","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.353802,11.7861,"DE",261.371494,0.765194386
173,2020,"LH",2367,"economy","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.13779831,11.69029999,"DE",246.8343977,0.810259842
174,2020,"LH",2370,"economy","MUC","ZRH",1,"USD",200,48.353802,11.7861,"DE",47.458056,8.548056,"CH",261.371494,0.765194386
174,2020,"LH",2370,"economy","MUC","ZRH",1,"USD",200,48.13779831,11.69029999,"DE",47.458056,8.548056,"CH",246.8343977,0.810259842
175,2020,"LH",9488,"economy","MUC","PSA",1,"USD",200,48.353802,11.7861,"DE",43.683899,10.3927,"IT",530.8672908,0.376741991
175,2020,"LH",9488,"economy","MUC","PSA",1,"USD",200,48.13779831,11.69029999,"DE",43.683899,10.3927,"IT",505.8683685,0.395359766
176,2020,"LH",9489,"economy","PSA","MUC",1,"USD",200,43.683899,10.3927,"IT",48.353802,11.7861,"DE",530.8672908,0.376741991
176,2020,"LH",9489,"economy","PSA","MUC",1,"USD",200,43.683899,10.3927,"IT",48.13779831,11.69029999,"DE",505.8683685,0.395359766
177,2020,"LX",38,"economy","ZRH","SFO",1,"USD",1800,47.458056,8.548056,"CH",37.61899948,-122.375,"US",9386.756338,0.191759532
178,2020,"LX",39,"economy","SFO","ZRH",1,"USD",1800,37.61899948,-122.375,"US",47.458056,8.548056,"CH",9386.756338,0.191759532
179,2020,"LX",161,"economy","NRT","ZRH",1,"USD",1900,35.764702,140.386002,"JP",47.458056,8.548056,"CH",9605.99669,0.197793114
180,2020,"LX",918,"economy","ZRH","DRS",1,"USD",200,47.458056,8.548056,"CH",51.13280106,13.76720047,"DE",557.3130674,0.358864724
181,2020,"LX",919,"economy","DRS","ZRH",1,"USD",200,51.13280106,13.76720047,"DE",47.458056,8.548056,"CH",557.3130674,0.358864724
182,2020,"NH",4782,"economy","AKJ","HND",1,"USD",300,43.670799,142.447006,"JP",35.552299,139.779999,"JP",932.0945149,0.321855772
183,2020,"NH",6752,"economy","ZRH","NRT",1,"USD",1900,47.458056,8.548056,"CH",35.764702,140.386002,"JP",9605.99669,0.197793114
184,2020,"VY",3286,"economy","ACE","ZRH",2,"USD",600,28.945499,-13.6052,"ES",47.458056,8.548056,"CH",2809.005135,0.213598755
185,2020,"VY",3286,"economy","ZRH","ACE",1,"USD",600,47.458056,8.548056,"CH",28.945499,-13.6052,"ES",2809.005135,0.213598755
186,2020,"VY",3287,"economy","ACE","ZRH",1,"USD",600,28.945499,-13.6052,"ES",47.458056,8.548056,"CH",2809.005135,0.213598755
