"RecID","year","flight_numer","cabin_class","DEPARTURE_AIRPORT","ARRIVAL_AIRPORT","Anzahl Flugsegmente","currencies"
258,2020,"AC879","premium_economy","ZRH","YYZ",1,"USD"
259,2020,"LX177","business","SIN","ZRH",1,"USD"
260,2020,"SQ865","premium_economy","HKG","SIN",1,"USD"
261,2020,"SQ866","premium_economy","SIN","HKG",1,"USD"
262,2020,"IB3476","economy","MAD","ZRH",1,"USD"
263,2020,"IB3477","economy","ZRH","MAD",1,"USD"
264,2020,"IB8834","economy","MAD","EAS",1,"USD"
265,2020,"IB8841","economy","EAS","MAD",1,"USD"
266,2020,"LX728","economy",NA,NA,1,"USD"
267,2020,"LX735","economy",NA,NA,1,"USD"
268,2020,"LX780","economy","ZRH","BRU",1,"USD"
269,2020,"LX787","economy","BRU","ZRH",1,"USD"
270,2020,"LX968","economy",NA,NA,1,"USD"
271,2020,"LX983","economy",NA,NA,1,"USD"
272,2020,"LX2064","economy","ZRH","OPO",1,"USD"
273,2020,"LX2065","economy","OPO","ZRH",1,"USD"
274,2020,"LX1413","economy",NA,NA,1,"USD"
275,2020,"LX1416","economy",NA,NA,1,"USD"
276,2020,NA,"economy","ATH","ZRH",1,"USD"
277,2020,NA,"economy","ZRH","ATH",1,"USD"
278,2020,"A3851","economy","ZRH","ATH",3,"USD"
279,2020,"A31986","economy","ATH","ZRH",1,"USD"
280,2020,"A37117","economy","SKG","ATH",1,"USD"
281,2020,"A37120","economy","ATH","SKG",3,"USD"
282,2020,"FR8583","economy","SKG","STN",1,"USD"
283,2020,"LX780","economy",NA,NA,1,"USD"
284,2020,"LX783","economy",NA,NA,1,"USD"
285,2020,"LX1843","economy","ATH","ZRH",1,"USD"
286,2020,"OA129","economy","SKG","ATH",1,"USD"
287,2020,"U22047","economy","LTN","ZRH",1,"USD"
288,2020,"BA243","economy","LHR","MEX",1,"USD"
289,2020,"LX316","economy","ZRH","LHR",1,"USD"
290,2020,"LX319","economy","LHR","ZRH",1,"USD"
291,2020,NA,"economy","ZRH","COH",1,"USD"
292,2020,"LX461","economy",NA,NA,1,"USD"
293,2020,"LX464","economy","LCY","ZRH",1,"USD"
294,2020,"LX2251","economy",NA,NA,1,"USD"
295,2020,"LX2258","economy",NA,NA,1,"USD"
296,2020,"QR93","economy","DOH","ZRH",1,"USD"
297,2020,"QR94","economy",NA,NA,1,"USD"
298,2020,"QR95","economy",NA,NA,1,"USD"
299,2020,"QR644","economy",NA,NA,1,"USD"
300,2020,"QR645","economy",NA,NA,1,"USD"
301,2020,"QR1369","economy","DOH","CPT",1,"USD"
302,2020,"QR1370","economy","CPT","DOH",1,"USD"
303,2020,"U22044","economy",NA,NA,1,"USD"
304,2020,"UA20","economy","IAH","AMS",1,"USD"
305,2020,"UA5941","economy","STL","IAH",1,"USD"
306,2020,"LX176","economy",NA,NA,2,"USD"
307,2020,"LX177","economy",NA,NA,2,"USD"
308,2020,"VS5503","economy",NA,NA,2,"USD"
309,2020,"VS5506","economy",NA,NA,2,"USD"
310,2020,NA,"economy","AMS","BGO",2,"USD"
311,2020,NA,"economy","AMS","ZRH",2,"USD"
312,2020,NA,"economy","BGO","AMS",2,"USD"
313,2020,NA,"economy","ZRH","AMS",2,"USD"
314,2020,NA,"economy","PMI","ZRH",1,"USD"
315,2020,NA,"economy","ZRH","PMI",1,"USD"
316,2020,"DL407","economy","ZRH","JFK",1,"USD"
317,2020,"DL408","economy","JFK","ZRH",1,"USD"
318,2020,"DL924","economy","SAN","JFK",1,"USD"
319,2020,"DL961","economy","JFK","SAN",1,"USD"
320,2020,NA,"economy","AEP","CNQ",1,"USD"
321,2020,NA,"economy","SCL","EZE",1,"USD"
322,2020,"LX317","economy",NA,NA,1,"USD"
323,2020,"LX340","economy",NA,NA,1,"USD"
324,2020,"TK567","economy",NA,NA,1,"USD"
325,2020,"TK1914","economy",NA,NA,1,"USD"
326,2020,"LX86","economy",NA,NA,1,"USD"
327,2020,"LX4641","economy",NA,NA,1,"USD"
328,2020,"LX4652","economy",NA,NA,1,"USD"
329,2020,"LX4697","economy",NA,NA,1,"USD"
330,2020,"LH1197","economy","FRA","FRA",1,"USD"
331,2020,"LX288","economy","ZRH","JNB",1,"USD"
332,2020,"LX1069","economy","FRA","ZRH",1,"USD"
333,2020,"LX1582","economy","ZRH","VIE",1,"USD"
334,2020,"LX1583","economy","VIE","ZRH",1,"USD"
335,2020,"SA260","economy","JNB","FRA",1,"USD"
336,2020,"SA261","economy","FRA","JNB",1,"USD"
337,2020,"SA8767","economy","JNB","UTN",1,"USD"
338,2020,"SA8768","economy","UTN","JNB",1,"USD"
339,2020,"AA92","economy",NA,NA,1,"USD"
340,2020,"FI532","economy",NA,NA,1,"USD"
341,2020,"FI569","economy",NA,NA,1,"USD"
342,2020,"KE925","economy","ICN","AMS",3,"USD"
343,2020,"KL855","business","AMS","ICN",3,"USD"
344,2020,"KL1286","business","EDI","AMS",3,"USD"
345,2020,"KL1969","economy","AMS","ZRH",3,"USD"
346,2020,"LJ370","economy","KPO","GMP",3,"USD"
347,2020,"LX1105","economy",NA,NA,1,"USD"
348,2020,"LX1327","economy","DME","ZRH",1,"USD"
349,2020,"R3433","economy",NA,NA,1,"USD"
350,2020,"R3443","economy",NA,NA,5,"USD"
351,2020,"R3443","economy","YKS","CKH",3,"USD"
352,2020,"R3444","economy",NA,NA,6,"USD"
353,2020,"R3444","economy","CKH","YKS",3,"USD"
354,2020,"WK75","economy",NA,NA,1,"USD"
355,2020,NA,"economy","LAP","ZRH",2,"USD"
356,2020,NA,"economy","ZRH","LAP",2,"USD"
357,2020,"KL569","economy","JRO","AMS",1,"USD"
358,2020,"KL571","economy","AMS","JRO",1,"USD"
359,2020,"KL1952","economy","ZRH","AMS",1,"USD"
360,2020,"KL1957","economy","AMS","ZRH",1,"USD"
361,2020,"SK345","economy","TRD","OSL",1,"USD"
362,2020,"SK364","economy","OSL","TRD",1,"USD"
363,2020,"SK841","economy","OSL","ZRH",1,"USD"
364,2020,"SK842","economy","ZRH","OSL",1,"USD"
365,2020,"AF1472","economy","CDG","ABZ",1,"USD"
366,2020,"AF1615","economy","ZRH","CDG",1,"USD"
367,2020,"EW78","economy","CGN","BLQ",1,"USD"
368,2020,"EW839","economy","BLQ","CGN",1,"USD"
369,2020,"KL1440","economy","ABZ","AMS",1,"USD"
370,2020,"KL1957","economy","AMS","ZRH",1,"USD"
371,2020,"LX160","economy","ZRH","NRT",1,"USD"
372,2020,"LX161","economy","NRT","ZRH",1,"USD"
373,2020,"A3853","economy","ZRH","ATH",1,"USD"
374,2020,"A3936","economy","ATH","BEY",1,"USD"
375,2020,"BA429","economy","AMS","LHR",1,"USD"
376,2020,"BA716","economy","LHR","ZRH",1,"USD"
377,2020,"LO411","economy","WAW","ZRH",1,"USD"
378,2020,"LO412","economy","ZRH","WAW",1,"USD"
379,2020,"LO749","economy","WAW","IEV",1,"USD"
380,2020,"LO756","economy","IEV","WAW",1,"USD"
381,2020,"LX319","economy","LHR","ZRH",1,"USD"
382,2020,"LX324","economy","ZRH","LHR",1,"USD"
383,2020,"LX734","economy","ZRH","AMS",1,"USD"
384,2020,"TP34","economy","FOR","LIS",1,"USD"
385,2020,"TP35","economy","LIS","FOR",1,"USD"
386,2020,"TP926","economy","LIS","ZRH",1,"USD"
387,2020,"TP933","economy","ZRH","LIS",1,"USD"
388,2020,NA,"economy","ARN","HEL",1,"USD"
389,2020,NA,"economy","ARN","TKU",1,"USD"
390,2020,NA,"economy","ARN","ZRH",1,"USD"
391,2020,NA,"economy","HEL","ARN",1,"USD"
392,2020,NA,"economy","HEL","ZRH",1,"USD"
393,2020,NA,"economy","MHQ","ARN",1,"USD"
394,2020,NA,"economy","ZRH","ARN",1,"USD"
395,2020,NA,"economy","ZRH","HEL",1,"USD"
396,2020,"AY633","economy","HEL","MHQ",1,"USD"
397,2020,"AY633","economy","MHQ","HEL",1,"USD"
398,2020,"AY1512","economy","ZRH","HEL",2,"USD"
399,2020,"AY1513","economy","HEL","ZRH",7,"USD"
400,2020,"AY1514","economy","ZRH","HEL",6,"USD"
401,2020,"BT305","economy","RIX","HEL",1,"USD"
402,2020,"BT642","economy","ZRH","RIX",1,"USD"
403,2020,"SK1605","economy","ARN","ZRH",1,"USD"
404,2020,"SK1606","economy","ZRH","ARN",1,"USD"
405,2020,"SK4235","economy","TKU","ARN",1,"USD"
406,2020,"TP2237","economy","BOS","LIS",1,"USD"
407,2020,"TP2716","economy","LIS","LYS",1,"USD"
408,2020,"W22120","economy","MHQ","ARN",1,"USD"
409,2020,"LX8220","economy","ZRH","SVQ",1,"USD"
410,2020,"LX8221","economy","SVQ","ZRH",1,"USD"
411,2020,"AF77","economy","LAX","CDG",1,"USD"
412,2020,"AF77","economy","PPT","LAX",1,"USD"
413,2020,"AF1022","economy","CDG","MUC",1,"USD"
414,2020,"AF1123","economy","MUC","CDG",1,"USD"
415,2020,"AF1285","economy","TUN","CDG",1,"USD"
416,2020,"AF1622","economy","CDG","MUC",1,"USD"
417,2020,"AF1814","economy","CDG","ZRH",1,"USD"
418,2020,"AVA120","economy",NA,NA,1,"USD"
419,2020,"AVA121","economy",NA,NA,1,"USD"
420,2020,"AVA8429","economy",NA,NA,1,"USD"
421,2020,"AVA8590","economy",NA,NA,1,"USD"
422,2020,"BA708","economy",NA,NA,1,"USD"
423,2020,"BA745","economy",NA,NA,1,"USD"
424,2020,"TN7","economy","CDG","PPT",1,"USD"
425,2020,"TN8","economy","PPT","CDG",1,"USD"
426,2020,"TU603","economy","ZRH","TUN",1,"USD"
427,2020,"LX19","economy","EWR","ZRH",1,"USD"
428,2020,"LX3173","economy","LAX","EWR",1,"USD"
429,2020,"UA5396","economy","SFO","TUS",1,"USD"
430,2020,"UA5636","economy","TUS","SFO",1,"USD"
431,2020,"UA9725","economy","SFO","ZRH",1,"USD"
432,2020,"UA9728","economy","ZRH","SFO",1,"USD"
433,2020,"LX2033","economy","MAD","ZRH",1,"USD"
434,2020,"VY1016","economy","BCN","MAD",1,"USD"
435,2020,"VY6249","economy","ZRH","BCN",1,"USD"
436,2020,"AZ573","economy",NA,NA,1,"USD"
437,2020,"LX70","economy",NA,NA,1,"USD"
438,2020,"LX70","economy","ZRH","IAD",1,"USD"
439,2020,"LX71","economy",NA,NA,1,"USD"
440,2020,"LX1737","economy",NA,NA,1,"USD"
441,2020,"LX3209","economy","SFO","ZRH",1,"USD"
442,2020,"KL1477","economy",NA,NA,1,"USD"
443,2020,"KL1478","economy",NA,NA,1,"USD"
444,2020,"KL1958","economy",NA,NA,1,"USD"
445,2020,"KL1969","economy",NA,NA,1,"USD"
446,2020,"LX38","economy","ZRH","SFO",1,"USD"
447,2020,"LX39","economy","SFO","ZRH",1,"USD"
448,2020,"LX456","economy","ZRH","LCY",1,"USD"
449,2020,"LX467","business","LCY","ZRH",1,"USD"
450,2020,NA,"economy","BER","ZRH",1,"USD"
451,2020,NA,"economy","MAD","ZRH",2,"USD"
452,2020,NA,"economy","ZRH","BER",1,"USD"
453,2020,NA,"economy","ZRH","MAD",2,"USD"
454,2020,NA,"economy","JFK","ZRH",1,"USD"
455,2020,NA,"economy","ZRH","JFK",1,"USD"
456,2020,"KL1957","economy","AMS","ZRH",1,"USD"
457,2020,"KL1986","economy","BSL","AMS",1,"USD"
458,2020,"LX38","economy",NA,NA,1,"USD"
459,2020,"LX39","economy",NA,NA,1,"USD"
460,2020,"LX52","business","ZRH","BOS",1,"USD"
461,2020,"LX53","business","BOS","ZRH",1,"USD"
462,2020,"LX318","economy",NA,NA,1,"USD"
463,2020,"LX325","economy",NA,NA,1,"USD"
464,2020,"LX915","economy",NA,NA,1,"USD"
465,2020,"LX918","economy",NA,NA,1,"USD"
466,2020,"LX638","economy","ZRH","CDG",1,"USD"
467,2020,"LX639","economy","CDG","ZRH",1,"USD"
468,2020,"LX3200","economy","ZRH","IAD",1,"USD"
469,2020,"LX3201","economy","IAD","ZRH",1,"USD"
470,2020,"U21811","economy","MAN","BSL",1,"USD"
471,2020,"U21812","economy","BSL","MAN",1,"USD"
472,2020,"BA716","economy","LHR","ZRH",1,"USD"
473,2020,"BA717","economy","ZRH","LHR",1,"USD"
474,2020,"AA93","economy","ZRH","PHL",2,"USD"
475,2020,"AA1997","economy","PHL","LAX",2,"USD"
476,2020,"AA6179","economy","LAX","LHR",2,"USD"
477,2020,"BA272","economy",NA,NA,2,"USD"
478,2020,"BA273","economy",NA,NA,3,"USD"
479,2020,"BA708","economy",NA,NA,1,"USD"
480,2020,"BA708","economy","LHR","ZRH",2,"USD"
481,2020,"BA709","economy",NA,NA,1,"USD"
482,2020,"BA711","economy",NA,NA,2,"USD"
483,2020,"BA718","economy",NA,NA,2,"USD"
484,2020,"IB7432","economy",NA,NA,1,"USD"
485,2020,"LX40","business",NA,NA,1,"USD"
