"RecID","year","fn_code","fn_number","cabin_class","DEPARTURE_AIRPORT","ARRIVAL_AIRPORT","Anzahl Flugsegmente","currencies"
3295,2019,"AC","8841","economy","YVR","YZF",1,"USD"
3296,2019,"AC","9433","economy","MUC","YVR",1,"USD"
3297,2019,"BA","977","economy",NA,NA,1,"USD"
3298,2019,"BA","1484","economy",NA,NA,1,"USD"
3299,2019,"BA","8727","economy",NA,NA,1,"USD"
3300,2019,"BA","8769","economy",NA,NA,1,"USD"
3301,2019,"EK","85","economy","DXB","ZRH",1,"USD"
3302,2019,"EK","88","economy",NA,NA,2,"USD"
3303,2019,"EK","564","economy",NA,NA,2,"USD"
3304,2019,"EK","565","economy","BLR","DXB",1,"USD"
3305,2019,"EW","9777","economy",NA,NA,1,"USD"
3306,2019,"LH","5785","economy","ZRH","MUC",1,"USD"
3307,2019,"LX","38","economy",NA,NA,1,"USD"
3308,2019,"LX","39","economy",NA,NA,1,"USD"
3309,2019,"LX","734","economy",NA,NA,1,"USD"
3310,2019,"LX","735","economy",NA,NA,1,"USD"
3311,2019,"LX","1222","economy",NA,NA,3,"USD"
3312,2019,"LX","1223","economy",NA,NA,3,"USD"
3313,2019,"LX","1226","economy",NA,NA,1,"USD"
3314,2019,"LX","1227","economy",NA,NA,1,"USD"
3315,2019,"LX","1584","economy",NA,NA,1,"USD"
3316,2019,"LX","3551","economy",NA,NA,2,"USD"
3317,2019,"LX","3556","economy",NA,NA,2,"USD"
3318,2019,"LX","3559","economy",NA,NA,1,"USD"
3319,2019,"LX","3568","economy",NA,NA,1,"USD"
3320,2019,"LX","3570","economy",NA,NA,1,"USD"
3321,2019,NA,NA,"economy","SFO","ZRH",1,"USD"
3322,2019,NA,NA,"economy","ZRH","SFO",1,"USD"
3323,2019,"BA","784","economy",NA,NA,1,"USD"
3324,2019,"LX","53","economy",NA,NA,1,"USD"
3325,2019,"LX","54","economy",NA,NA,1,"USD"
3326,2019,"LX","420","economy",NA,NA,1,"USD"
3327,2019,"LX","425","economy",NA,NA,1,"USD"
3328,2019,"LX","1249","economy",NA,NA,1,"USD"
3329,2019,"LX","1250","economy",NA,NA,1,"USD"
3330,2019,"LX","1251","economy",NA,NA,1,"USD"
3331,2019,"LX","1254","economy",NA,NA,1,"USD"
3332,2019,"LX","1255","economy",NA,NA,1,"USD"
3333,2019,"SK","35","economy",NA,NA,1,"USD"
3334,2019,"SK","409","economy",NA,NA,1,"USD"
3335,2019,"SK","1048","economy",NA,NA,1,"USD"
3336,2019,"SK","1605","economy",NA,NA,1,"USD"
3337,2019,"SK","1606","economy",NA,NA,1,"USD"
3338,2019,"SK","2648","economy",NA,NA,1,"USD"
3339,2019,"SK","3507","economy",NA,NA,1,"USD"
3340,2019,"UA","135","economy",NA,NA,1,"USD"
3341,2019,"UA","9721","economy",NA,NA,1,"USD"
3342,2019,"AF","1343","economy",NA,NA,1,"USD"
3343,2019,"AF","1886","economy",NA,NA,1,"USD"
3344,2019,"BA","711","economy",NA,NA,1,"USD"
3345,2019,"BA","716","economy",NA,NA,1,"USD"
3346,2019,"BA","1477","economy",NA,NA,1,"USD"
3347,2019,"BA","1484","economy",NA,NA,1,"USD"
3348,2019,"EJU","5875","economy",NA,NA,1,"USD"
3349,2019,"U","25548","economy",NA,NA,1,"USD"
3350,2019,NA,NA,"economy","LEJ","ZRH",1,"USD"
3351,2019,NA,NA,"economy","ZRH","LEJ",1,"USD"
3352,2019,"CA","949","business",NA,NA,1,"USD"
3353,2019,"CA","950","business",NA,NA,1,"USD"
3354,2019,"CX","382","business",NA,NA,1,"USD"
3355,2019,"CX","505","business",NA,NA,1,"USD"
3356,2019,"CX","594","business",NA,NA,1,"USD"
3357,2019,"CX","6631","business",NA,NA,1,"USD"
3358,2019,"EJU","5862","economy","ZRH","TXL",2,"USD"
3359,2019,"EJU","5873","economy","TXL","ZRH",2,"USD"
3360,2019,"LX","319","economy",NA,NA,1,"USD"
3361,2019,"LX","340","economy",NA,NA,1,"USD"
3362,2019,"LX","394","economy",NA,NA,1,"USD"
3363,2019,"LX","395","economy",NA,NA,1,"USD"
3364,2019,"LX","900","economy",NA,NA,1,"USD"
3365,2019,"LX","901","economy",NA,NA,1,"USD"
3366,2019,"LX","1270","economy",NA,NA,1,"USD"
3367,2019,"LX","1273","economy",NA,NA,1,"USD"
3368,2019,"LX","1952","economy",NA,NA,1,"USD"
3369,2019,"LX","1955","economy",NA,NA,1,"USD"
3370,2019,"UA","52","economy",NA,NA,1,"USD"
3371,2019,"UA","53","economy",NA,NA,1,"USD"
3372,2019,NA,NA,"economy","FCO","ZRH",1,"USD"
3373,2019,NA,NA,"economy","VIE","ZRH",1,"USD"
3374,2019,NA,NA,"economy","ZRH","FCO",1,"USD"
3375,2019,NA,NA,"economy","ZRH","VIE",1,"USD"
3376,2019,NA,NA,"economy","NRT","FRA",1,"USD"
3377,2019,NA,NA,"economy","ZRH","NRT",1,"USD"
3378,2019,"AC","1931","economy",NA,NA,1,"USD"
3379,2019,"AY","71","economy",NA,NA,1,"USD"
3380,2019,"AY","1514","economy",NA,NA,1,"USD"
3381,2019,"BA","8","economy",NA,NA,1,"USD"
3382,2019,"BA","716","economy",NA,NA,1,"USD"
3383,2019,"LX","38","economy","ZRH","SFO",1,"USD"
3384,2019,"LX","39","economy","SFO","ZRH",1,"USD"
3385,2019,"LX","87","economy",NA,NA,1,"USD"
3386,2019,"LX","390","economy",NA,NA,1,"USD"
3387,2019,"LX","728","economy",NA,NA,1,"USD"
3388,2019,"LX","735","economy",NA,NA,1,"USD"
3389,2019,"LX","1732","economy",NA,NA,2,"USD"
3390,2019,"LX","1733","economy",NA,NA,2,"USD"
3391,2019,"LX","319","economy","LHR","ZRH",1,"USD"
3392,2019,"LX","782","economy","ZRH","BRU",1,"USD"
3393,2019,"LX","971","economy",NA,NA,1,"USD"
3394,2019,"LX","976","economy",NA,NA,1,"USD"
3395,2019,"LX","1577","economy",NA,NA,1,"USD"
3396,2019,"LX","1732","economy",NA,NA,2,"USD"
3397,2019,"LX","1737","economy",NA,NA,2,"USD"
3398,2019,"LX","2143","economy",NA,NA,1,"USD"
3399,2019,"LX","2146","economy",NA,NA,1,"USD"
3400,2019,"LX","3554","economy",NA,NA,2,"USD"
3401,2019,"LX","3559","economy",NA,NA,1,"USD"
3402,2019,"EK","87","economy",NA,NA,1,"USD"
3403,2019,"EK","88","economy",NA,NA,1,"USD"
3404,2019,"EK","343","economy",NA,NA,1,"USD"
3405,2019,"EK","346","economy",NA,NA,1,"USD"
3406,2019,"EK","725","economy",NA,NA,1,"USD"
3407,2019,"EK","726","economy",NA,NA,1,"USD"
3408,2019,"KL","1167","economy",NA,NA,1,"USD"
3409,2019,"KL","1170","economy",NA,NA,1,"USD"
3410,2019,"KL","1952","economy",NA,NA,1,"USD"
3411,2019,"KL","1969","economy",NA,NA,1,"USD"
3412,2019,"LX","39","economy",NA,NA,1,"USD"
3413,2019,"LX","40","economy",NA,NA,1,"USD"
3414,2019,"LX","92","economy",NA,NA,1,"USD"
3415,2019,"LX","93","economy",NA,NA,1,"USD"
3416,2019,"LX","296","economy","DAR","ZRH",2,"USD"
3417,2019,"LX","296","economy","ZRH","DAR",2,"USD"
3418,2019,"LX","9708","economy",NA,NA,1,"USD"
3419,2019,"LX","9709","economy",NA,NA,1,"USD"
3420,2019,"DE","2062","business",NA,NA,1,"USD"
3421,2019,"DE","2062","economy",NA,NA,3,"USD"
3422,2019,"DE","2063","economy",NA,NA,4,"USD"
3423,2019,"LH","1190","economy",NA,NA,1,"USD"
3424,2019,"LX","14","economy",NA,NA,1,"USD"
3425,2019,"LX","17","economy",NA,NA,1,"USD"
3426,2019,"LX","8002","economy",NA,NA,1,"USD"
3427,2019,"LX","8003","economy",NA,NA,1,"USD"
3428,2019,"UA","9729","economy",NA,NA,1,"USD"
3429,2019,"UA","9730","economy",NA,NA,1,"USD"
3430,2019,"WK","2","economy",NA,NA,1,"USD"
3431,2019,"WK","3","economy",NA,NA,1,"USD"
3432,2019,NA,NA,"economy","GVA","CPH",1,"USD"
3433,2019,NA,NA,"economy","JNB","DUR",1,"USD"
3434,2019,"AC","45","economy",NA,NA,1,"USD"
3435,2019,"AC","1560","economy",NA,NA,1,"USD"
3436,2019,"AF","990","economy",NA,NA,1,"USD"
3437,2019,"AF","7649","economy",NA,NA,1,"USD"
3438,2019,"AF","8282","economy",NA,NA,1,"USD"
3439,2019,"AF","8319","economy",NA,NA,1,"USD"
3440,2019,"AY","1512","economy",NA,NA,1,"USD"
3441,2019,"AY","1513","economy",NA,NA,1,"USD"
3442,2019,"LH","1187","economy",NA,NA,1,"USD"
3443,2019,"LX","380","economy",NA,NA,1,"USD"
3444,2019,"LX","381","economy",NA,NA,1,"USD"
3445,2019,"LX","914","economy",NA,NA,2,"USD"
3446,2019,"LX","919","economy",NA,NA,2,"USD"
3447,2019,"U","21151","economy",NA,NA,1,"USD"
3448,2019,"U","21466","economy",NA,NA,1,"USD"
3449,2019,"CA","167","economy",NA,NA,1,"USD"
3450,2019,"LX","161","economy",NA,NA,1,"USD"
3451,2019,"LX","196","economy",NA,NA,1,"USD"
3452,2019,"LX","316","economy",NA,NA,1,"USD"
3453,2019,"LX","754","economy",NA,NA,1,"USD"
3454,2019,"LX","759","economy",NA,NA,1,"USD"
3455,2019,"LX","780","economy",NA,NA,1,"USD"
3456,2019,"LX","782","economy",NA,NA,1,"USD"
3457,2019,"LX","783","economy",NA,NA,1,"USD"
3458,2019,"LX","789","economy",NA,NA,1,"USD"
3459,2019,"LX","1578","economy",NA,NA,1,"USD"
3460,2019,"LX","1583","economy",NA,NA,2,"USD"
3461,2019,"LX","1674","economy",NA,NA,1,"USD"
3462,2019,"LX","1733","economy",NA,NA,1,"USD"
3463,2019,"LX","1830","economy",NA,NA,3,"USD"
3464,2019,"LX","1839","economy",NA,NA,3,"USD"
3465,2019,"LX","3570","economy",NA,NA,1,"USD"
3466,2019,"LX","8370","economy",NA,NA,1,"USD"
3467,2019,"LX","8371","economy",NA,NA,1,"USD"
3468,2019,"UA","52","economy",NA,NA,1,"USD"
3469,2019,"UA","941","economy",NA,NA,1,"USD"
3470,2019,"UA","3948","economy",NA,NA,1,"USD"
3471,2019,"UA","6125","economy",NA,NA,1,"USD"
3472,2019,"LX","160","economy",NA,NA,1,"USD"
3473,2019,"LX","161","economy",NA,NA,1,"USD"
3474,2019,"LX","196","economy",NA,NA,1,"USD"
3475,2019,"LX","338","business",NA,NA,1,"USD"
3476,2019,"LX","967","economy",NA,NA,1,"USD"
3477,2019,"LX","978","economy",NA,NA,1,"USD"
3478,2019,"LX","1104","economy","ZRH","MUC",1,"USD"
3479,2019,"LX","1109","economy","MUC","ZRH",1,"USD"
3480,2019,"NH","217","economy",NA,NA,1,"USD"
3481,2019,"NH","962","economy",NA,NA,1,"USD"
3482,2019,"NZ","646","economy",NA,NA,1,"USD"
3483,2019,"NZ","647","economy",NA,NA,1,"USD"
3484,2019,"SQ","297","business",NA,NA,1,"USD"
3485,2019,"SQ","298","business",NA,NA,1,"USD"
3486,2019,"SQ","321","business",NA,NA,1,"USD"
3487,2019,"SQ","346","business",NA,NA,1,"USD"
3488,2019,NA,NA,"economy","IAD","ZRH",1,"USD"
3489,2019,NA,NA,"economy","ZRH","IAD",1,"USD"
3490,2019,"LX","3200","economy",NA,NA,1,"USD"
3491,2019,"LX","3201","economy",NA,NA,1,"USD"
3492,2019,"QR","94","economy",NA,NA,1,"USD"
3493,2019,"QR","95","economy",NA,NA,1,"USD"
3494,2019,"QR","663","economy",NA,NA,1,"USD"
3495,2019,"QR","668","economy",NA,NA,1,"USD"
3496,2019,"UA","52","premium_economy",NA,NA,1,"USD"
3497,2019,"UA","53","premium_economy",NA,NA,1,"USD"
3498,2019,NA,NA,"economy","BOG","MDE",1,"USD"
3499,2019,NA,NA,"economy","CMB","ZRH",1,"USD"
3500,2019,NA,NA,"economy","CPH","SXF",1,"USD"
3501,2019,NA,NA,"economy","LIS","BLQ",1,"USD"
3502,2019,"AF","584","economy",NA,NA,1,"USD"
3503,2019,"AF","914","economy",NA,NA,1,"USD"
3504,2019,"AF","1114","economy",NA,NA,1,"USD"
3505,2019,"AF","1115","economy",NA,NA,1,"USD"
3506,2019,"AV","8535","economy",NA,NA,1,"USD"
3507,2019,"EK","86","economy",NA,NA,1,"USD"
3508,2019,"EK","87","economy",NA,NA,1,"USD"
3509,2019,"EK","649","economy",NA,NA,1,"USD"
3510,2019,"EK","654","economy",NA,NA,1,"USD"
3511,2019,"FR","4315","economy",NA,NA,1,"USD"
3512,2019,"KL","1282","economy",NA,NA,1,"USD"
3513,2019,"KL","1535","economy",NA,NA,1,"USD"
3514,2019,"KL","1958","economy",NA,NA,1,"USD"
3515,2019,"KL","1963","economy",NA,NA,1,"USD"
3516,2019,"LH","542","economy",NA,NA,1,"USD"
3517,2019,"LH","543","economy",NA,NA,1,"USD"
3518,2019,"LH","1183","economy",NA,NA,1,"USD"
3519,2019,"LH","1198","economy",NA,NA,1,"USD"
3520,2019,"LX","983","economy","TXL","ZRH",1,"USD"
3521,2019,"LX","1054","economy",NA,NA,1,"USD"
3522,2019,"LX","1059","economy",NA,NA,1,"USD"
3523,2019,"LX","1266","economy",NA,NA,1,"USD"
3524,2019,"LX","1273","economy",NA,NA,1,"USD"
3525,2019,"LX","1278","economy",NA,NA,1,"USD"
3526,2019,"LX","4705","economy",NA,NA,1,"USD"
3527,2019,"SK","606","economy",NA,NA,1,"USD"
3528,2019,"SK","606","economy","ZRH","ARN",1,"USD"
3529,2019,"SK","609","economy",NA,NA,2,"USD"
3530,2019,"SK","1407","economy",NA,NA,1,"USD"
3531,2019,"SK","1423","economy",NA,NA,1,"USD"
3532,2019,"TP","871","economy",NA,NA,1,"USD"
3533,2019,"FB","492","economy",NA,NA,2,"USD"
3534,2019,"FB","807","economy",NA,NA,2,"USD"
3535,2019,"IB","3474","economy",NA,NA,1,"USD"
3536,2019,"KL","1964","economy",NA,NA,1,"USD"
3537,2019,"KL","1969","economy",NA,NA,1,"USD"
3538,2019,"LX","339","economy",NA,NA,1,"USD"
3539,2019,"LX","450","economy",NA,NA,1,"USD"
3540,2019,"LX","1052","economy",NA,NA,1,"USD"
3541,2019,"LX","1055","economy",NA,NA,1,"USD"
3542,2019,"LX","1583","economy",NA,NA,1,"USD"
3543,2019,"LX","3200","economy",NA,NA,1,"USD"
3544,2019,"LX","3201","economy",NA,NA,1,"USD"
3545,2019,"LX","3554","economy",NA,NA,1,"USD"
3546,2019,"AY","1511","economy",NA,NA,1,"USD"
3547,2019,"AY","1512","economy",NA,NA,1,"USD"
3548,2019,"LX","1270","business",NA,NA,1,"USD"
3549,2019,"LX","2138","economy",NA,NA,1,"USD"
3550,2019,"LX","2147","economy",NA,NA,1,"USD"
3551,2019,"LX","4705","business",NA,NA,1,"USD"
3552,2019,NA,NA,"economy","LHR","LIS",1,"USD"
3553,2019,NA,NA,"economy","LHR","SAN",1,"USD"
3554,2019,NA,NA,"economy","LIN","LHR",1,"USD"
3555,2019,NA,NA,"economy","SEA","LHR",1,"USD"
3556,2019,"AA","92","economy",NA,NA,1,"USD"
3557,2019,"AA","93","economy",NA,NA,1,"USD"
3558,2019,"AA","4425","economy",NA,NA,1,"USD"
3559,2019,"AA","4448","economy",NA,NA,1,"USD"
3560,2019,"AY","1512","economy",NA,NA,1,"USD"
3561,2019,"AY","1513","economy",NA,NA,1,"USD"
3562,2019,"FI","567","economy",NA,NA,2,"USD"
3563,2019,"FI","568","economy",NA,NA,2,"USD"
3564,2019,"LX","339","economy",NA,NA,1,"USD"
3565,2019,"LX","1226","economy",NA,NA,1,"USD"
3566,2019,"LX","1227","economy",NA,NA,1,"USD"
3567,2019,"LX","1270","economy",NA,NA,1,"USD"
3568,2019,"LX","1271","economy",NA,NA,1,"USD"
3569,2019,"LX","1736","economy",NA,NA,1,"USD"
3570,2019,"LX","1953","economy",NA,NA,1,"USD"
3571,2019,"LX","1956","economy",NA,NA,1,"USD"
3572,2019,"SK","602","economy",NA,NA,1,"USD"
3573,2019,"SK","609","economy",NA,NA,1,"USD"
3574,2019,"SK","1755","economy",NA,NA,1,"USD"
3575,2019,"SK","1756","economy",NA,NA,1,"USD"
3576,2019,"U","22045","economy",NA,NA,2,"USD"
3577,2019,"U","22046","economy",NA,NA,2,"USD"
3578,2019,"U","22048","economy",NA,NA,1,"USD"
3579,2019,NA,NA,"economy","BCN","ZRH",1,"USD"
3580,2019,NA,NA,"economy","ZRH","BCN",1,"USD"
3581,2019,"AF","348","economy",NA,NA,1,"USD"
3582,2019,"AF","349","economy",NA,NA,1,"USD"
3583,2019,"AF","1614","economy",NA,NA,1,"USD"
3584,2019,"AF","1615","economy",NA,NA,1,"USD"
3585,2019,"AY","1511","economy",NA,NA,1,"USD"
3586,2019,"AY","1512","business","ZRH","HEL",1,"USD"
3587,2019,"AY","1512","economy",NA,NA,1,"USD"
3588,2019,"AY","1513","economy",NA,NA,1,"USD"
3589,2019,"AY","1514","economy",NA,NA,1,"USD"
3590,2019,"AY","1575","economy",NA,NA,1,"USD"
3591,2019,"IB","3475","economy",NA,NA,1,"USD"
3592,2019,"IB","3476","economy",NA,NA,1,"USD"
3593,2019,"IB","3936","economy",NA,NA,1,"USD"
3594,2019,"IB","3937","economy",NA,NA,1,"USD"
3595,2019,"LH","8854","economy","BRU","EWR",1,"USD"
3596,2019,"LH","8855","economy","EWR","BRU",1,"USD"
3597,2019,"LX","638","economy","ZRH","CDG",1,"USD"
3598,2019,"LX","645","economy","CDG","ZRH",1,"USD"
3599,2019,"LX","1270","economy",NA,NA,1,"USD"
3600,2019,"LX","1272","economy",NA,NA,1,"USD"
3601,2019,"LX","1273","economy",NA,NA,1,"USD"
3602,2019,"LX","1273","economy","CPH","ZRH",1,"USD"
3603,2019,"LX","1278","economy","ZRH","CPH",1,"USD"
3604,2019,"LX","1952","economy","ZRH","BCN",1,"USD"
3605,2019,"LX","1955","economy",NA,NA,1,"USD"
3606,2019,"LX","4431","economy",NA,NA,1,"USD"
3607,2019,"LX","4700","economy",NA,NA,1,"USD"
3608,2019,"LX","4705","economy",NA,NA,2,"USD"
3609,2019,"SK","842","economy",NA,NA,1,"USD"
3610,2019,"SK","3519","economy",NA,NA,1,"USD"
3611,2019,"VY","6248","economy",NA,NA,1,"USD"
3612,2019,NA,NA,"economy","GOT","ZRH",1,"USD"
3613,2019,NA,NA,"economy","ZRH","GOT",1,"USD"
3614,2019,"FI","566","economy",NA,NA,2,"USD"
3615,2019,"FI","569","economy",NA,NA,2,"USD"
3616,2019,"LH","2038","economy",NA,NA,1,"USD"
3617,2019,"LH","2261","economy",NA,NA,1,"USD"
3618,2019,"LH","2262","economy",NA,NA,1,"USD"
3619,2019,"LH","2367","economy",NA,NA,1,"USD"
3620,2019,"LX","253","economy",NA,NA,2,"USD"
3621,2019,"LX","326","economy",NA,NA,1,"USD"
3622,2019,"LX","327","economy",NA,NA,1,"USD"
3623,2019,"LX","734","economy",NA,NA,1,"USD"
3624,2019,"LX","735","economy",NA,NA,1,"USD"
3625,2019,"LX","971","economy",NA,NA,1,"USD"
3626,2019,"LX","3200","economy",NA,NA,1,"USD"
3627,2019,"LX","3201","economy",NA,NA,1,"USD"
3628,2019,"TK","792","economy",NA,NA,1,"USD"
3629,2019,"TK","795","economy",NA,NA,1,"USD"
3630,2019,"TK","1909","economy",NA,NA,1,"USD"
3631,2019,"TK","1910","economy",NA,NA,1,"USD"
3632,2019,"UA","511","economy",NA,NA,1,"USD"
3633,2019,"UA","6225","economy",NA,NA,1,"USD"
3634,2019,NA,NA,"economy","AGP","TFN",1,"USD"
3635,2019,NA,NA,"economy","EWR","ZRH",1,"USD"
3636,2019,NA,NA,"economy","TFN","VLC",1,"USD"
3637,2019,NA,NA,"economy","VLC","FCO",1,"USD"
3638,2019,NA,NA,"economy","ZRH","AGP",1,"USD"
3639,2019,"AA","109","economy","LHR","LAX",1,"USD"
3640,2019,"AA","247","economy","LAX","KOA",1,"USD"
3641,2019,"AA","1333","economy",NA,NA,1,"USD"
3642,2019,"AA","5887","economy",NA,NA,1,"USD"
3643,2019,"AA","6483","economy","ZRH","LHR",1,"USD"
3644,2019,"AC","548","economy",NA,NA,1,"USD"
3645,2019,"AC","8050","economy",NA,NA,1,"USD"
3646,2019,"DE","2033","economy",NA,NA,1,"USD"
3647,2019,"DL","35","economy",NA,NA,1,"USD"
3648,2019,"DL","408","economy",NA,NA,1,"USD"
3649,2019,"DL","5408","economy","ATL","GNV",1,"USD"
3650,2019,"DL","5702","economy",NA,NA,1,"USD"
3651,2019,"DL","8450","economy",NA,NA,1,"USD"
3652,2019,"EW","1112","economy",NA,NA,1,"USD"
3653,2019,"EW","9763","economy",NA,NA,1,"USD"
3654,2019,"FI","568","economy",NA,NA,1,"USD"
3655,2019,"FI","569","economy",NA,NA,1,"USD"
3656,2019,"IB","376","economy",NA,NA,1,"USD"
3657,2019,"IB","3474","economy",NA,NA,1,"USD"
3658,2019,"IB","3475","economy",NA,NA,1,"USD"
3659,2019,"IB","3937","economy",NA,NA,1,"USD"
3660,2019,"IB","3946","economy",NA,NA,1,"USD"
3661,2019,"IB","8517","economy",NA,NA,1,"USD"
3662,2019,"JBU","519","economy","JFK","ATL",1,"USD"
3663,2019,"LH","1196","economy",NA,NA,1,"USD"
3664,2019,"LX","17","economy",NA,NA,1,"USD"
3665,2019,"LX","18","economy",NA,NA,1,"USD"
3666,2019,"LX","19","economy",NA,NA,1,"USD"
3667,2019,"LX","40","economy",NA,NA,1,"USD"
3668,2019,"LX","41","economy",NA,NA,1,"USD"
3669,2019,"LX","160","economy",NA,NA,1,"USD"
3670,2019,"LX","161","economy",NA,NA,1,"USD"
3671,2019,"LX","326","economy",NA,NA,1,"USD"
3672,2019,"LX","327","economy",NA,NA,1,"USD"
3673,2019,"LX","465","economy",NA,NA,1,"USD"
3674,2019,"LX","816","economy",NA,NA,1,"USD"
3675,2019,"LX","829","economy",NA,NA,1,"USD"
3676,2019,"LX","1267","economy",NA,NA,1,"USD"
3677,2019,"LX","1272","economy",NA,NA,1,"USD"
3678,2019,"LX","1613","economy",NA,NA,1,"USD"
3679,2019,"LX","1842","economy",NA,NA,1,"USD"
3680,2019,"LX","1843","economy",NA,NA,1,"USD"
3681,2019,"LX","2118","economy",NA,NA,1,"USD"
3682,2019,"LX","3218","economy",NA,NA,1,"USD"
3683,2019,"LX","4382","economy",NA,NA,1,"USD"
3684,2019,"SK","609","economy",NA,NA,1,"USD"
3685,2019,"SK","3502","economy",NA,NA,1,"USD"
3686,2019,"SK","6151","economy",NA,NA,1,"USD"
3687,2019,"SK","6159","economy",NA,NA,1,"USD"
3688,2019,"SQ","345","economy",NA,NA,1,"USD"
3689,2019,"SQ","346","economy",NA,NA,1,"USD"
3690,2019,"SQ","5339","economy",NA,NA,1,"USD"
3691,2019,"SQ","5340","economy",NA,NA,1,"USD"
3692,2019,"TP","928","economy",NA,NA,1,"USD"
3693,2019,"TP","929","economy",NA,NA,1,"USD"
3694,2019,"U","23383","economy",NA,NA,1,"USD"
3695,2019,"UA","134","economy","EWR","ZRH",1,"USD"
3696,2019,"UA","135","economy","ZRH","EWR",1,"USD"
3697,2019,"UA","5001","economy","JAX","EWR",1,"USD"
3698,2019,"UA","9718","economy","ZRH","JFK",1,"USD"
3699,2019,NA,NA,"economy","NRT","ICN",1,"USD"
3700,2019,"AY","1512","economy",NA,NA,1,"USD"
3701,2019,"AY","1513","economy",NA,NA,1,"USD"
3702,2019,"KE","917","economy",NA,NA,2,"USD"
3703,2019,"KE","918","economy",NA,NA,2,"USD"
3704,2019,"KL","856","economy",NA,NA,1,"USD"
3705,2019,"KL","1953","economy",NA,NA,1,"USD"
3706,2019,"LH","422","economy",NA,NA,1,"USD"
3707,2019,"LH","423","economy",NA,NA,3,"USD"
3708,2019,"LH","1182","economy",NA,NA,1,"USD"
3709,2019,"LH","1184","economy",NA,NA,1,"USD"
3710,2019,"LH","5770","economy",NA,NA,1,"USD"
3711,2019,"LH","5771","economy",NA,NA,1,"USD"
3712,2019,"LX","16","economy",NA,NA,2,"USD"
3713,2019,"LX","17","economy",NA,NA,3,"USD"
3714,2019,"LX","38","economy",NA,NA,1,"USD"
3715,2019,"LX","52","economy",NA,NA,2,"USD"
3716,2019,"LX","54","economy",NA,NA,1,"USD"
3717,2019,"LX","55","economy",NA,NA,1,"USD"
3718,2019,"LX","160","economy","ZRH","NRT",1,"USD"
3719,2019,"LX","560","economy",NA,NA,1,"USD"
3720,2019,"LX","561","economy",NA,NA,1,"USD"
3721,2019,"LX","644","economy",NA,NA,1,"USD"
3722,2019,"LX","657","economy",NA,NA,1,"USD"
3723,2019,"LX","1954","economy","ZRH","BCN",1,"USD"
3724,2019,"LX","1959","economy","BCN","ZRH",1,"USD"
3725,2019,"SN","2720","economy","GVA","BRU",1,"USD"
3726,2019,"U","21536","economy","BRU","GVA",1,"USD"
3727,2019,"UA","134","economy",NA,NA,1,"USD"
3728,2019,"UA","135","economy",NA,NA,1,"USD"
3729,2019,"UA","753","economy",NA,NA,1,"USD"
3730,2019,"UA","1551","economy",NA,NA,1,"USD"
3731,2019,"UA","2322","economy",NA,NA,1,"USD"
3732,2019,"VY","6247","economy",NA,NA,1,"USD"
3733,2019,"VY","6247","economy","ZRH","BCN",1,"USD"
3734,2019,"VY","6248","economy",NA,NA,1,"USD"
3735,2019,"VY","6248","economy","BCN","ZRH",1,"USD"
3736,2019,"ZE","602","economy","NRT","ICN",1,"USD"
3737,2019,"ZE","603","economy","ICN","NRT",1,"USD"
3738,2019,NA,NA,"economy","ZRH","HER",1,"USD"
3739,2019,"EJU","7593","economy",NA,NA,1,"USD"
3740,2019,"EJU","7594","economy",NA,NA,1,"USD"
3741,2019,"EW","5968","economy",NA,NA,1,"USD"
3742,2019,"LX","318","economy",NA,NA,1,"USD"
3743,2019,"LX","327","economy",NA,NA,1,"USD"
3744,2019,"LX","1574","economy",NA,NA,1,"USD"
3745,2019,"LX","1843","economy",NA,NA,1,"USD"
3746,2019,"LX","2353","economy",NA,NA,1,"USD"
3747,2019,"LX","2801","economy",NA,NA,1,"USD"
3748,2019,"UA","52","economy","IAD","ZRH",2,"USD"
3749,2019,"UA","53","economy","ZRH","IAD",1,"USD"
3750,2019,"UA","9728","economy","ZRH","SFO",1,"USD"
3751,2019,NA,NA,"economy","IDR","BOM",1,"USD"
3752,2019,NA,NA,"economy","IST","DEL",1,"USD"
3753,2019,NA,NA,"economy","ZRH","IST",1,"USD"
3754,2019,"6E","5038","economy","DEL","IDR",1,"USD"
3755,2019,"EK","135","economy","DXB","VCE",1,"USD"
3756,2019,"EK","501","economy","BOM","DXB",1,"USD"
3757,2019,"LX","38","economy",NA,NA,1,"USD"
3758,2019,"LX","39","economy",NA,NA,1,"USD"
3759,2019,"LX","1665","economy","VCE","ZRH",1,"USD"
3760,2019,"LX","1952","economy",NA,NA,1,"USD"
3761,2019,"VY","6248","economy",NA,NA,1,"USD"
3762,2019,"LX","325","economy",NA,NA,1,"USD"
3763,2019,"LX","333","economy",NA,NA,1,"USD"
3764,2019,"LX","338","economy",NA,NA,2,"USD"
3765,2019,NA,NA,"economy","LGW","ZRH",1,"USD"
3766,2019,NA,NA,"economy","ZRH","LGW",1,"USD"
3767,2019,"AA","6079","economy",NA,NA,1,"USD"
3768,2019,"AC","878","economy",NA,NA,1,"USD"
3769,2019,"AC","879","economy",NA,NA,1,"USD"
3770,2019,"AC","7923","economy",NA,NA,1,"USD"
3771,2019,"AC","7924","economy",NA,NA,1,"USD"
3772,2019,"AF","1202","economy",NA,NA,1,"USD"
3773,2019,"AF","1415","economy",NA,NA,1,"USD"
