"RecID","year","fn_code","fn_number","cabin_class","DEPARTURE_AIRPORT","ARRIVAL_AIRPORT","Anzahl.Flugsegmente","currencies","EMISSIONS_KGCO2EQ","dep_lat","dep_lon","dep_country","arr_lat","arr_lon","arr_country","distance_km","kgCO2km"
1331,2019,"LX",33,"business","LHR","ZRH",1,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1332,2019,"LX",64,"business","ZRH","MIA",2,"USD",2900,47.458056,8.548056,"CH",25.79319954,-80.29060364,"US",7853.953864,0.369240774
1333,2019,"LX",65,"business","MIA","ZRH",2,"USD",2900,25.79319954,-80.29060364,"US",47.458056,8.548056,"CH",7853.953864,0.369240774
1334,2019,"LX",160,"business","ZRH","NRT",1,"USD",3600,47.458056,8.548056,"CH",35.764702,140.386002,"JP",9605.99669,0.374765901
1335,2019,"LX",316,"business","ZRH","LHR",5,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1336,2019,"LX",316,"business","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1337,2019,"LX",318,"business","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1338,2019,"LX",327,"business","LHR","ZRH",1,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1339,2019,"LX",333,"business","LHR","ZRH",1,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1340,2019,"LX",338,"business","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1341,2019,"LX",339,"business","LHR","ZRH",2,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1342,2019,"LX",354,"business","GVA","LHR",1,"USD",300,46.23809814,6.108950138,"CH",51.4706,-0.461941,"GB",754.9719731,0.397365744
1343,2019,"LX",357,"business","LHR","GVA",1,"USD",300,51.4706,-0.461941,"GB",46.23809814,6.108950138,"CH",754.9719731,0.397365744
1344,2019,"LX",359,"business","LHR","GVA",1,"USD",300,51.4706,-0.461941,"GB",46.23809814,6.108950138,"CH",754.9719731,0.397365744
1345,2019,"LX",380,"business","ZRH","MAN",1,"USD",400,47.458056,8.548056,"CH",53.349375,-2.279521,"GB",1008.189939,0.396750636
1346,2019,"LX",381,"business","MAN","ZRH",1,"USD",400,53.349375,-2.279521,"GB",47.458056,8.548056,"CH",1008.189939,0.396750636
1349,2019,"LX",724,"business","ZRH","AMS",1,"USD",300,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.496572713
1350,2019,"LX",729,"business","AMS","ZRH",3,"USD",300,52.308601,4.76389,"NL",47.458056,8.548056,"CH",604.1411303,0.496572713
1351,2019,"LX",734,"business","ZRH","AMS",2,"USD",300,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.496572713
1352,2019,"LX",735,"business","AMS","ZRH",1,"USD",300,52.308601,4.76389,"NL",47.458056,8.548056,"CH",604.1411303,0.496572713
1353,2019,"LX",780,"business","ZRH","BRU",1,"USD",200,47.458056,8.548056,"CH",50.90140152,4.48443985,"BE",483.9569908,0.413259864
1354,2019,"LX",789,"business","BRU","ZRH",1,"USD",200,50.90140152,4.48443985,"BE",47.458056,8.548056,"CH",483.9569908,0.413259864
1355,2019,"LX",1051,"business","HAM","ZRH",1,"USD",300,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.431918798
1356,2019,"LX",1052,"business","ZRH","HAM",2,"USD",300,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.431918798
1357,2019,"LX",1053,"business","HAM","ZRH",1,"USD",300,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.431918798
1358,2019,"LX",1054,"business","ZRH","HAM",1,"USD",300,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.431918798
1359,2019,"LX",1055,"business","HAM","ZRH",1,"USD",300,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.431918798
1360,2019,"LX",1100,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.353802,11.7861,"DE",261.371494,0.765194386
1360,2019,"LX",1100,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.13779831,11.69029999,"DE",246.8343977,0.810259842
1361,2019,"LX",1310,"business","ZRH","LED",1,"USD",700,47.458056,8.548056,"CH",59.8003006,30.26250076,"RU",1968.407853,0.355617358
1362,2019,"LX",1310,"business","ZRH","LED",1,"USD",700,47.458056,8.548056,"CH",59.8003006,30.26250076,"RU",1968.407853,0.355617358
1363,2019,"LX",1311,"business","LED","ZRH",1,"USD",700,59.8003006,30.26250076,"RU",47.458056,8.548056,"CH",1968.407853,0.355617358
1364,2019,"LX",1311,"business","LED","ZRH",1,"USD",700,59.8003006,30.26250076,"RU",47.458056,8.548056,"CH",1968.407853,0.355617358
1365,2019,"LX",1324,"business","ZRH","DME",1,"USD",800,47.458056,8.548056,"CH",55.40879822,37.90629959,"RU",2200.184098,0.363605937
1366,2019,"LX",1325,"business","DME","ZRH",2,"USD",800,55.40879822,37.90629959,"RU",47.458056,8.548056,"CH",2200.184098,0.363605937
1367,2019,"LX",1326,"business","ZRH","DME",10,"USD",800,47.458056,8.548056,"CH",55.40879822,37.90629959,"RU",2200.184098,0.363605937
1368,2019,"LX",1327,"business","DME","ZRH",8,"USD",800,55.40879822,37.90629959,"RU",47.458056,8.548056,"CH",2200.184098,0.363605937
1369,2019,"LX",1574,"business","ZRH","VIE",1,"USD",300,47.458056,8.548056,"CH",48.110298,16.5697,"AT",604.1010393,0.496605668
1370,2019,"LX",1576,"business","ZRH","VIE",1,"USD",300,47.458056,8.548056,"CH",48.110298,16.5697,"AT",604.1010393,0.496605668
1371,2019,"LX",1579,"business","VIE","ZRH",1,"USD",300,48.110298,16.5697,"AT",47.458056,8.548056,"CH",604.1010393,0.496605668
1372,2019,"LX",1663,"business","VCE","ZRH",1,"USD",200,45.505299,12.3519,"IT",47.458056,8.548056,"CH",363.6190444,0.550026197
1373,2019,"LX",2026,"business","ZRH","MAD",1,"USD",400,47.458056,8.548056,"CH",40.471926,-3.56264,"ES",1241.07864,0.322300286
1374,2019,"LX",2033,"business","MAD","ZRH",1,"USD",400,40.471926,-3.56264,"ES",47.458056,8.548056,"CH",1241.07864,0.322300286
1375,2019,"LX",2143,"business","VLC","ZRH",1,"USD",400,39.4893,-0.481625,"ES",47.458056,8.548056,"CH",1146.868451,0.348775834
1376,2019,"LX",2146,"business","ZRH","VLC",1,"USD",400,47.458056,8.548056,"CH",39.4893,-0.481625,"ES",1146.868451,0.348775834
1384,2019,"NH",161,"business","NRT","ZRH",1,"USD",3600,35.764702,140.386002,"JP",47.458056,8.548056,"CH",9605.99669,0.374765901
1385,2019,"NH",3131,"business","NRT","HIJ",1,"USD",300,35.764702,140.386002,"JP",34.4361,132.919006,"JP",695.7649708,0.431180086
1386,2019,"OS",562,"business","ZRH","VIE",1,"USD",300,47.458056,8.548056,"CH",48.110298,16.5697,"AT",604.1010393,0.496605668
1387,2019,"OS",567,"business","VIE","ZRH",1,"USD",300,48.110298,16.5697,"AT",47.458056,8.548056,"CH",604.1010393,0.496605668
1388,2019,"OS",745,"business","VIE","SPU",1,"USD",200,48.110298,16.5697,"AT",43.53889847,16.29800034,"HR",509.3211873,0.392679521
1389,2019,"QR",93,"business","DOH","ZRH",1,"USD",1700,25.273056,51.608056,"QA",47.458056,8.548056,"CH",4499.861199,0.377789431
1390,2019,"QR",96,"business","ZRH","DOH",1,"USD",1700,47.458056,8.548056,"CH",25.273056,51.608056,"QA",4499.861199,0.377789431
1391,2019,"QR",970,"business","DOH","SGN",1,"USD",2200,25.273056,51.608056,"QA",10.8188,106.652,"VN",6001.392644,0.36658158
1393,2019,"SU",2392,"business","SVO","ZRH",2,"USD",800,55.972599,37.4146,"RU",47.458056,8.548056,"CH",2183.592398,0.366368742
1395,2019,"SU",2486,"business","SVO","ZRH",1,"USD",800,55.972599,37.4146,"RU",47.458056,8.548056,"CH",2183.592398,0.366368742
1397,2019,"SU",2487,"business","ZRH","SVO",1,"USD",800,47.458056,8.548056,"CH",55.972599,37.4146,"RU",2183.592398,0.366368742
1398,2019,"TK",168,"business","HAN","IST",2,"USD",2700,21.221201,105.806999,"VN",41.261297,28.741951,"TR",7424.820064,0.363645176
1399,2019,"TK",1523,"business","IST","DUS",1,"USD",700,41.261297,28.741951,"TR",51.289501,6.76678,"DE",2013.831243,0.347596157
1400,2019,"TK",1526,"business","DUS","IST",1,"USD",700,51.289501,6.76678,"DE",41.261297,28.741951,"TR",2013.831243,0.347596157
1402,2019,"UA",45,"business","EWR","TPA",1,"USD",500,40.692501,-74.168701,"US",27.97550011,-82.53320313,"US",1609.06469,0.310739527
1403,2019,"UA",618,"business","SFO","SEA",1,"USD",400,37.61899948,-122.375,"US",47.449001,-122.308998,"US",1094.284041,0.365535807
1404,2019,"UA",974,"business","IAD","GVA",1,"USD",2400,38.9445,-77.455803,"US",46.23809814,6.108950138,"CH",6573.660069,0.365093414
1405,2019,"UA",975,"business","GVA","IAD",1,"USD",2400,46.23809814,6.108950138,"CH",38.9445,-77.455803,"US",6573.660069,0.365093414
1407,2019,"UA",6006,"business","ORF","IAD",1,"USD",200,36.89459991,-76.20120239,"US",38.9445,-77.455803,"US",253.391409,0.789292742
1408,2019,"UA",6023,"business","IAD","ORF",1,"USD",200,38.9445,-77.455803,"US",36.89459991,-76.20120239,"US",253.391409,0.789292742
1413,2019,"",NA,"business","PEK","SVO",1,"USD",2100,40.08010101,116.5849991,"CN",55.972599,37.4146,"RU",5801.582178,0.361970224
1414,2019,"",NA,"business","SVO","ZRH",1,"USD",800,55.972599,37.4146,"RU",47.458056,8.548056,"CH",2183.592398,0.366368742
1415,2019,"AF",1059,"business","NCL","CDG",1,"USD",300,55.03749847,-1.691669941,"GB",49.012798,2.55,"FR",730.5629238,0.410642246
1416,2019,"AF",1415,"business","ZRH","CDG",1,"USD",200,47.458056,8.548056,"CH",49.012798,2.55,"FR",477.0600589,0.419234426
1417,2019,"BA",715,"business","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1418,2019,"BA",717,"business","ZRH","LHR",1,"USD",300,47.458056,8.548056,"CH",51.4706,-0.461941,"GB",789.3363672,0.380066107
1419,2019,"BA",720,"business","LHR","ZRH",1,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1420,2019,"BA",1335,"business","NCL","LHR",1,"USD",200,55.03749847,-1.691669941,"GB",51.4706,-0.461941,"GB",405.4062821,0.493332267
1421,2019,"BA",1336,"business","LHR","NCL",1,"USD",200,51.4706,-0.461941,"GB",55.03749847,-1.691669941,"GB",405.4062821,0.493332267
1422,2019,"CX",382,"business","ZRH","HKG",1,"USD",3400,47.458056,8.548056,"CH",22.308901,113.915001,"HK",9290.580173,0.365962075
1422,2019,"CX",382,"business","ZRH","HKG",1,"USD",3400,47.458056,8.548056,"CH",22.320304,114.198074,"HK",9308.735799,0.365248308
1423,2019,"CZ",6217,"business","HRB","PEK",1,"USD",400,45.623402,126.25,"CN",40.08010101,116.5849991,"CN",1000.253546,0.399898608
1424,2019,"KA",620,"business","HKG","HGH",1,"USD",400,22.308901,113.915001,"HK",30.22949982,120.4339981,"CN",1095.279058,0.365203732
1424,2019,"KA",620,"business","HKG","HGH",1,"USD",400,22.320304,114.198074,"HK",30.22949982,120.4339981,"CN",1077.72916,0.371150763
1425,2019,"KL",964,"business","NCL","AMS",3,"USD",200,55.03749847,-1.691669941,"GB",52.308601,4.76389,"NL",522.6497001,0.382665483
1427,2019,"KL",1964,"business","ZRH","AMS",1,"USD",300,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.496572713
1429,2019,"Kl",1969,"business","AMS","ZRH",1,"USD",300,52.308601,4.76389,"NL",47.458056,8.548056,"CH",604.1411303,0.496572713
1430,2019,"KL",1984,"business","BSL","AMS",1,"USD",300,47.59,7.529167,"FR",52.308601,4.76389,"NL",561.2706733,0.53450147
1431,2019,"LO",412,"business","ZRH","WAW",1,"USD",400,47.458056,8.548056,"CH",52.16569901,20.96710014,"PL",1032.642108,0.387355887
1432,2019,"LO",419,"business","WAW","ZRH",1,"USD",400,52.16569901,20.96710014,"PL",47.458056,8.548056,"CH",1032.642108,0.387355887
1433,2019,"LO",3883,"business","WAW","KTW",1,"USD",200,52.16569901,20.96710014,"PL",50.4743,19.08,"PL",229.5212601,0.871378974
1434,2019,"LO",3884,"business","KTW","WAW",1,"USD",200,50.4743,19.08,"PL",52.16569901,20.96710014,"PL",229.5212601,0.871378974
1435,2019,"LX",401,"business","DUB","ZRH",1,"USD",400,53.421299,-6.27007,"IE",47.458056,8.548056,"CH",1239.091519,0.322817156
1436,2019,"LX",406,"business","ZRH","DUB",1,"USD",400,47.458056,8.548056,"CH",53.421299,-6.27007,"IE",1239.091519,0.322817156
1438,2019,"LX",787,"business","BRU","ZRH",1,"USD",200,50.90140152,4.48443985,"BE",47.458056,8.548056,"CH",483.9569908,0.413259864
1439,2019,"LX",1056,"business","ZRH","HAM",1,"USD",300,47.458056,8.548056,"CH",53.630402,9.98823,"DE",694.5750018,0.431918798
1440,2019,"LX",1059,"business","HAM","ZRH",1,"USD",300,53.630402,9.98823,"DE",47.458056,8.548056,"CH",694.5750018,0.431918798
1448,2019,"VY",2170,"business","AGP","ZRH",1,"USD",500,36.6749,-4.49911,"ES",47.458056,8.548056,"CH",1609.146971,0.310723638
1449,2019,"",NA,"business","VLC","ZRH",1,"USD",400,39.4893,-0.481625,"ES",47.458056,8.548056,"CH",1146.868451,0.348775834
1450,2019,"",NA,"business","ZRH","VLC",1,"USD",400,47.458056,8.548056,"CH",39.4893,-0.481625,"ES",1146.868451,0.348775834
1452,2019,"LX",8,"business","ZRH","ORD",1,"USD",2600,47.458056,8.548056,"CH",41.9786,-87.9048,"US",7139.060971,0.364193556
1453,2019,"LX",9,"business","ORD","ZRH",1,"USD",2600,41.9786,-87.9048,"US",47.458056,8.548056,"CH",7139.060971,0.364193556
1454,2019,"LX",154,"business","ZRH","BOM",2,"USD",2400,47.458056,8.548056,"CH",19.08869934,72.86789703,"IN",6546.988337,0.366580766
1455,2019,"LX",155,"business","BOM","ZRH",2,"USD",2400,19.08869934,72.86789703,"IN",47.458056,8.548056,"CH",6546.988337,0.366580766
1456,2019,"LX",160,"business","ZRH","NRT",1,"USD",3600,47.458056,8.548056,"CH",35.764702,140.386002,"JP",9605.99669,0.374765901
1457,2019,"LX",161,"business","NRT","ZRH",1,"USD",3600,35.764702,140.386002,"JP",47.458056,8.548056,"CH",9605.99669,0.374765901
1458,2019,"LX",339,"business","LHR","ZRH",1,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1459,2019,"LX",466,"business","ZRH","LCY",1,"USD",300,47.458056,8.548056,"CH",51.505299,0.055278,"GB",760.9574409,0.394240182
1460,2019,"LX",656,"business","ZRH","CDG",1,"USD",200,47.458056,8.548056,"CH",49.012798,2.55,"FR",477.0600589,0.419234426
1462,2019,"LX",829,"business","HAJ","ZRH",1,"USD",300,52.46110153,9.685079575,"DE",47.458056,8.548056,"CH",562.8378893,0.533013157
1463,2019,"LX",1349,"business","WAW","ZRH",1,"USD",400,52.16569901,20.96710014,"PL",47.458056,8.548056,"CH",1032.642108,0.387355887
1465,2019,"LX",1352,"business","ZRH","WAW",1,"USD",400,47.458056,8.548056,"CH",52.16569901,20.96710014,"PL",1032.642108,0.387355887
1467,2019,"LX",1733,"business","FCO","ZRH",1,"USD",300,41.804532,12.251998,"IT",47.458056,8.548056,"CH",694.1810797,0.432163896
1468,2019,"LX",1736,"business","ZRH","FCO",1,"USD",300,47.458056,8.548056,"CH",41.804532,12.251998,"IT",694.1810797,0.432163896
1469,2019,"LX",2140,"business","ZRH","VLC",1,"USD",400,47.458056,8.548056,"CH",39.4893,-0.481625,"ES",1146.868451,0.348775834
1470,2019,"LX",2147,"business","VLC","ZRH",1,"USD",400,39.4893,-0.481625,"ES",47.458056,8.548056,"CH",1146.868451,0.348775834
1471,2019,"KL",685,"business","AMS","MEX",1,"USD",3400,52.308601,4.76389,"NL",19.4363,-99.072098,"MX",9216.598128,0.368899669
1472,2019,"KL",686,"business","MEX","AMS",1,"USD",3400,19.4363,-99.072098,"MX",52.308601,4.76389,"NL",9216.598128,0.368899669
1473,2019,"KL",1958,"business","ZRH","AMS",1,"USD",300,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.496572713
1474,2019,"KL",1963,"business","AMS","ZRH",1,"USD",300,52.308601,4.76389,"NL",47.458056,8.548056,"CH",604.1411303,0.496572713
1475,2019,"",NA,"business","BRU","ZRH",1,"USD",200,50.90140152,4.48443985,"BE",47.458056,8.548056,"CH",483.9569908,0.413259864
1476,2019,"",NA,"business","ZRH","BRU",1,"USD",200,47.458056,8.548056,"CH",50.90140152,4.48443985,"BE",483.9569908,0.413259864
1477,2019,"AA",92,"business","PHL","ZRH",1,"USD",2400,39.87189865,-75.2410965,"US",47.458056,8.548056,"CH",6467.410484,0.371091336
1478,2019,"AA",93,"business","ZRH","PHL",1,"USD",2400,47.458056,8.548056,"CH",39.87189865,-75.2410965,"US",6467.410484,0.371091336
1479,2019,"AA",1751,"business","PHL","RSW",1,"USD",500,39.87189865,-75.2410965,"US",26.53619957,-81.75520325,"US",1602.505911,0.31201133
1481,2019,"DL",2773,"business","SFO","LAX",1,"USD",300,37.61899948,-122.375,"US",33.942501,-118.407997,"US",543.7977888,0.551675653
1486,2019,"IB",3438,"business","MAD","ORY",1,"USD",400,40.471926,-3.56264,"ES",48.7233333,2.3794444,"FR",1031.485432,0.387790256
1490,2019,"KL",1958,"business","ZRH","AMS",1,"USD",300,47.458056,8.548056,"CH",52.308601,4.76389,"NL",604.1411303,0.496572713
1492,2019,"LH",328,"business","FRA","VCE",1,"USD",300,50.033333,8.570556,"DE",45.505299,12.3519,"IT",577.8484584,0.519167259
1493,2019,"LH",329,"business","VCE","FRA",1,"USD",300,45.505299,12.3519,"IT",50.033333,8.570556,"DE",577.8484584,0.519167259
1494,2019,"LH",1946,"business","MXP","GOA",1,"USD",200,45.6306,8.72811,"IT",44.4133,8.8375,"IT",135.7822605,1.472946461
1495,2019,"LH",1985,"business","CGN","MUC",1,"USD",200,50.86589813,7.142739773,"DE",48.353802,11.7861,"DE",436.188438,0.458517426
1495,2019,"LH",1985,"business","CGN","MUC",1,"USD",200,50.86589813,7.142739773,"DE",48.13779831,11.69029999,"DE",447.4073066,0.447019968
1496,2019,"LH",2368,"business","MUC","ZRH",1,"USD",200,48.353802,11.7861,"DE",47.458056,8.548056,"CH",261.371494,0.765194386
1496,2019,"LH",2368,"business","MUC","ZRH",1,"USD",200,48.13779831,11.69029999,"DE",47.458056,8.548056,"CH",246.8343977,0.810259842
1497,2019,"LH",2373,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.353802,11.7861,"DE",261.371494,0.765194386
1497,2019,"LH",2373,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.13779831,11.69029999,"DE",246.8343977,0.810259842
1498,2019,"LX",8,"business","ZRH","ORD",1,"USD",2600,47.458056,8.548056,"CH",41.9786,-87.9048,"US",7139.060971,0.364193556
1499,2019,"LX",9,"business","ORD","ZRH",1,"USD",2600,41.9786,-87.9048,"US",47.458056,8.548056,"CH",7139.060971,0.364193556
1500,2019,"LX",339,"business","LHR","ZRH",2,"USD",300,51.4706,-0.461941,"GB",47.458056,8.548056,"CH",789.3363672,0.380066107
1501,2019,"LX",632,"business","ZRH","CDG",1,"USD",200,47.458056,8.548056,"CH",49.012798,2.55,"FR",477.0600589,0.419234426
1502,2019,"LX",633,"business","CDG","ZRH",1,"USD",200,49.012798,2.55,"FR",47.458056,8.548056,"CH",477.0600589,0.419234426
1504,2019,"LX",645,"business","CDG","ZRH",1,"USD",200,49.012798,2.55,"FR",47.458056,8.548056,"CH",477.0600589,0.419234426
1505,2019,"LX",1660,"business","ZRH","VCE",3,"USD",200,47.458056,8.548056,"CH",45.505299,12.3519,"IT",363.6190444,0.550026197
1506,2019,"LX",1661,"business","VCE","ZRH",2,"USD",200,45.505299,12.3519,"IT",47.458056,8.548056,"CH",363.6190444,0.550026197
1507,2019,"LX",1726,"business","ZRH","FCO",1,"USD",300,47.458056,8.548056,"CH",41.804532,12.251998,"IT",694.1810797,0.432163896
1508,2019,"LX",1733,"business","FCO","ZRH",3,"USD",300,41.804532,12.251998,"IT",47.458056,8.548056,"CH",694.1810797,0.432163896
1509,2019,"LX",1950,"business","ZRH","BCN",1,"USD",300,47.458056,8.548056,"CH",41.2971,2.07846,"ES",856.8630511,0.350114291
1510,2019,"LX",1954,"business","ZRH","BCN",1,"USD",300,47.458056,8.548056,"CH",41.2971,2.07846,"ES",856.8630511,0.350114291
1511,2019,"LX",2111,"business","AGP","ZRH",1,"USD",500,36.6749,-4.49911,"ES",47.458056,8.548056,"CH",1609.146971,0.310723638
1512,2019,"LX",2114,"business","ZRH","AGP",1,"USD",500,47.458056,8.548056,"CH",36.6749,-4.49911,"ES",1609.146971,0.310723638
1513,2019,"LX",2115,"business","AGP","ZRH",1,"USD",500,36.6749,-4.49911,"ES",47.458056,8.548056,"CH",1609.146971,0.310723638
1514,2019,"LX",2804,"business","ZRH","GVA",2,"USD",200,47.458056,8.548056,"CH",46.23809814,6.108950138,"CH",230.0429707,0.869402788
1515,2019,"LX",2804,"business","ZRH","GVA",1,"USD",200,47.458056,8.548056,"CH",46.23809814,6.108950138,"CH",230.0429707,0.869402788
1516,2019,"LX",2806,"business","ZRH","GVA",1,"USD",200,47.458056,8.548056,"CH",46.23809814,6.108950138,"CH",230.0429707,0.869402788
1521,2019,"SN",3202,"business","VCE","BRU",1,"USD",300,45.505299,12.3519,"IT",50.90140152,4.48443985,"BE",836.6927014,0.35855458
1522,2019,"SN",3205,"business","BRU","VCE",1,"USD",300,50.90140152,4.48443985,"BE",45.505299,12.3519,"IT",836.6927014,0.35855458
1523,2019,"U",28118,"business","ZRH","LGW",1,"USD",300,47.458056,8.548056,"CH",51.148102,-0.190278,"GB",754.9197968,0.397393208
1524,2019,"UX",1671,"business","MAD","ZRH",2,"USD",400,40.471926,-3.56264,"ES",47.458056,8.548056,"CH",1241.07864,0.322300286
1525,2019,"UX",1676,"business","ZRH","MAD",2,"USD",400,47.458056,8.548056,"CH",40.471926,-3.56264,"ES",1241.07864,0.322300286
1526,2019,"UX",9047,"business","TFN","MAD",1,"USD",600,28.4827,-16.341499,"ES",40.471926,-3.56264,"ES",1772.686027,0.338469414
1527,2019,"UX",9048,"business","MAD","TFN",1,"USD",600,40.471926,-3.56264,"ES",28.4827,-16.341499,"ES",1772.686027,0.338469414
1528,2019,"VY",2010,"business","BCN","GRX",1,"USD",300,41.2971,2.07846,"ES",37.188702,-3.77736,"ES",680.8987258,0.440594157
1529,2019,"VY",2171,"business","ZRH","AGP",3,"USD",500,47.458056,8.548056,"CH",36.6749,-4.49911,"ES",1609.146971,0.310723638
1531,2019,"AC",878,"business","YYZ","ZRH",1,"USD",2400,43.67720032,-79.63059998,"CA",47.458056,8.548056,"CH",6498.254858,0.369329928
1532,2019,"AC",879,"business","ZRH","YYZ",1,"USD",2400,47.458056,8.548056,"CH",43.67720032,-79.63059998,"CA",6498.254858,0.369329928
1538,2019,"LH",722,"business","MUC","PEK",1,"USD",2800,48.353802,11.7861,"DE",40.08010101,116.5849991,"CN",7729.561817,0.362245631
1538,2019,"LH",722,"business","MUC","PEK",1,"USD",2800,48.13779831,11.69029999,"DE",40.08010101,116.5849991,"CN",7749.927433,0.361293706
1539,2019,"LH",723,"business","PEK","MUC",1,"USD",2800,40.08010101,116.5849991,"CN",48.353802,11.7861,"DE",7729.561817,0.362245631
1539,2019,"LH",723,"business","PEK","MUC",1,"USD",2800,40.08010101,116.5849991,"CN",48.13779831,11.69029999,"DE",7749.927433,0.361293706
1540,2019,"LH",2371,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.353802,11.7861,"DE",261.371494,0.765194386
1540,2019,"LH",2371,"business","ZRH","MUC",1,"USD",200,47.458056,8.548056,"CH",48.13779831,11.69029999,"DE",246.8343977,0.810259842
1541,2019,"LH",2372,"business","MUC","ZRH",1,"USD",200,48.353802,11.7861,"DE",47.458056,8.548056,"CH",261.371494,0.765194386
1541,2019,"LH",2372,"business","MUC","ZRH",1,"USD",200,48.13779831,11.69029999,"DE",47.458056,8.548056,"CH",246.8343977,0.810259842
1542,2019,"LX",7,"business","ORD","ZRH",1,"USD",2600,41.9786,-87.9048,"US",47.458056,8.548056,"CH",7139.060971,0.364193556
1543,2019,"LX",8,"business","ZRH","ORD",1,"USD",2600,47.458056,8.548056,"CH",41.9786,-87.9048,"US",7139.060971,0.364193556
1544,2019,"LX",780,"business","ZRH","BRU",1,"USD",200,47.458056,8.548056,"CH",50.90140152,4.48443985,"BE",483.9569908,0.413259864
1545,2019,"LX",789,"business","BRU","ZRH",1,"USD",200,50.90140152,4.48443985,"BE",47.458056,8.548056,"CH",483.9569908,0.413259864
1547,2019,"AZ",403,"business","FRA","FCO",1,"USD",300,50.033333,8.570556,"DE",41.804532,12.251998,"IT",959.0532653,0.312808486
1549,2019,"BR",180,"business","TPE","KIX",1,"USD",600,25.0777,121.233002,"TW",34.427299,135.244003,"JP",1704.841413,0.351938893
1550,2019,"BR",195,"business","NRT","TPE",1,"USD",800,35.764702,140.386002,"JP",25.0777,121.233002,"TW",2183.463147,0.366390429
1551,2019,"EW",2536,"business","STR","AGP",1,"USD",600,48.68989944,9.221960068,"DE",36.6749,-4.49911,"ES",1740.823463,0.344664472
1552,2019,"EW",9537,"business","AGP","DUS",1,"USD",600,36.6749,-4.49911,"ES",51.289501,6.76678,"DE",1855.536921,0.323356541
1553,2019,"NH",217,"business","HND","MUC",1,"USD",3500,35.552299,139.779999,"JP",48.353802,11.7861,"DE",9369.101613,0.373568368
1553,2019,"NH",217,"business","HND","MUC",1,"USD",3500,35.552299,139.779999,"JP",48.13779831,11.69029999,"DE",9392.070939,0.372654766
1554,2019,"NH",218,"business","MUC","HND",1,"USD",3500,48.353802,11.7861,"DE",35.552299,139.779999,"JP",9369.101613,0.373568368
1554,2019,"NH",218,"business","MUC","HND",1,"USD",3500,48.13779831,11.69029999,"DE",35.552299,139.779999,"JP",9392.070939,0.372654766
1555,2019,"AF",1115,"business","ZRH","CDG",1,"USD",200,47.458056,8.548056,"CH",49.012798,2.55,"FR",477.0600589,0.419234426
1556,2019,"AF",1414,"business","CDG","ZRH",1,"USD",200,49.012798,2.55,"FR",47.458056,8.548056,"CH",477.0600589,0.419234426
1557,2019,"AF",7525,"business","TLS","CDG",1,"USD",300,43.629101,1.36382,"FR",49.012798,2.55,"FR",606.1869689,0.494896815
1558,2019,"AF",7528,"business","CDG","TLS",1,"USD",300,49.012798,2.55,"FR",43.629101,1.36382,"FR",606.1869689,0.494896815
1559,2019,"AY",1512,"business","ZRH","HEL",1,"USD",600,47.458056,8.548056,"CH",60.3172,24.963301,"FI",1780.86043,0.336915791
1560,2019,"AY",1513,"business","HEL","ZRH",1,"USD",600,60.3172,24.963301,"FI",47.458056,8.548056,"CH",1780.86043,0.336915791
1561,2019,"CX",382,"business","ZRH","HKG",1,"USD",3400,47.458056,8.548056,"CH",22.308901,113.915001,"HK",9290.580173,0.365962075
